,title,url,compnay_logo,company,id,company_url,how_to_apply,location,type,created_at,lat ,long
,Senior Software Engineer - Ruby on Rails / React ,https://jobs.github.com/positions/b99f4c2c-e94b-11e8-8abf-17c73d6427e2,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdnRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fe74b61172b5e2551482923d6459b31814afbde1/a4dc87ba-891e-4dc3-a3e8-30201cbdbacc,Ikayzo,b99f4c2c-e94b-11e8-8abf-17c73d6427e2,http://ikayzo.com,"<p>Send resumes to <a href=""mailto:career@ikayzo.com"">career@ikayzo.com</a></p>
",Vancouver,Contract,Fri Nov 16 03:01:16 UTC 2018,49.25,-123.1
,"Senior Quantitative Developer, Multi-Asset Class Strategies ",https://jobs.github.com/positions/28dec9da-e90d-11e8-8317-fd99c2c2fb01,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkJXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--581ce0319cf361a6680906a74565427148d2f9e2/1e0bbfdc-4638-486b-975a-0906de4dfa19,Acadian Asset Management,28dec9da-e90d-11e8-8317-fd99c2c2fb01,https://www.acadian-asset.com/,"<p><a href=""https://www.acadian-asset.com/careers"">https://www.acadian-asset.com/careers</a></p>
",Boston,Full Time,Thu Nov 15 19:33:10 UTC 2018,42.3581,-71.0636
,Full Stack Developer & Senior Analyst (Investment Analytics),https://jobs.github.com/positions/47328346-e90c-11e8-9429-c09930ae6ec9,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdTlXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--703f54fc6dc8eda27790b08f4867a4593f252f09/e875225d-b3cc-454b-9e2f-a7e80cdb65fa,Acadian Asset Management,47328346-e90c-11e8-9429-c09930ae6ec9,http://acadian-asset.com,"<p><a href=""https://www.acadian-asset.com/careers"">https://www.acadian-asset.com/careers</a></p>
",Boston,Full Time,Thu Nov 15 19:26:24 UTC 2018,42.3581,-71.0636
,Junior Full-Stack Developer (full-time),https://jobs.github.com/positions/02ff2dda-e8e6-11e8-9142-4af8e5c3597d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVJXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--682b0317ba542ddf03e88632bf86952f0c13bae3/b4e21986-5319-4fd4-850e-79b1b5845db2,Revive Interior,02ff2dda-e8e6-11e8-9142-4af8e5c3597d,,"<p><a href=""mailto:job@reviveinterior.de"">job@reviveinterior.de</a></p>
",Cologne,Full Time,Thu Nov 15 14:52:36 UTC 2018,51.2686,14.7333
,Software Engineer (m/f),https://jobs.github.com/positions/728d85b4-e8d9-11e8-95cd-f13299063e9d,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUpXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b29261ac99368f87eb6bc2df80122e7ea213932c/787c4fda-3185-4f0c-8e04-ab47802c6f4a,Stylight GmbH,728d85b4-e8d9-11e8-95cd-f13299063e9d,https://www.stylight.com/,"<p>Please apply at about.stylight.com/jobs!</p>
",Munich,Full Time,Thu Nov 15 13:22:21 UTC 2018,48.1333,11.5667
,Senior Software Engineer (m/f),https://jobs.github.com/positions/0b6885c4-e8d8-11e8-96fd-a4688df0d66b,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDlXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aefc2a286e55b1426f3cf4424719dd1316033ef3/f2c8b944-fbd2-4be4-8f71-47be0ff73cc3,Stylight GmbH,0b6885c4-e8d8-11e8-96fd-a4688df0d66b,https://www.stylight.com,"<p>Please apply at about.stylight.com/jobs!</p>
",Munich,Full Time,Thu Nov 15 13:12:21 UTC 2018,48.1333,11.5667
,Lead Engineer (m/f),https://jobs.github.com/positions/62f8d66a-e8d6-11e8-9847-c1b90d211139,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDVXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a1ce7309a39c5d747fd02eafdd31d918aa5d2fa4/759b760f-982e-4395-aeef-1e146d2f3a0c,Stylight GmbH,62f8d66a-e8d6-11e8-9847-c1b90d211139,https://www.stylight.com,"<p>Pleas apply at about.stylight.com/jobs!</p>
",Munich,Full Time,Thu Nov 15 13:00:53 UTC 2018,48.1333,11.5667
,IT Integratie en Interface developer (IT Solutions Developer),https://jobs.github.com/positions/cd56c42e-e8d4-11e8-9faa-973443cc5fff,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDFXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fae6c4c37f9d651832694df47dce175eb19f963f/122107be-2d88-42c1-96b4-3a02255b43c7,Samskip,cd56c42e-e8d4-11e8-9faa-973443cc5fff,https://samskip.redirect.your-jobresponse.com/it/236453/V819/apply,"<p>upload je cv en motivatie via deze link:
<a href=""https://samskip.redirect.your-jobresponse.com/it_integratie_en_interface_developer_it_solutions_developer_rotterdam/236453/V819/apply"">Klik hier om te solliciteren!</a></p>
",Rotterdam,Full Time,Thu Nov 15 12:51:18 UTC 2018,51.9167,4.5
,Software Engineer Information Dialogue,https://jobs.github.com/positions/77077cda-e8d4-11e8-8a2f-200c8d1abebd,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9f323b086b0d7131427118caed32b27ccc8e4bb2/cbac23b1-3b1e-4c28-a8fc-49df1095e6ef,Centraal bureau voor de statistiek,77077cda-e8d4-11e8-8a2f-200c8d1abebd,,"<p><a href=""https://cbs.redirect.your-jobresponse.com/software_engineer_information_dialogue_den_haag/236455/V819/solliciteren"">Klik hier om te solliciteren!</a></p>
",The Hague,Full Time,Thu Nov 15 12:46:54 UTC 2018,52.0833,4.3167
,Lead front-end engineer,https://jobs.github.com/positions/18f5af34-e8c7-11e8-85f6-109da02adff9,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d17ed9dcb168d5f4124e2fab7b976d8f9c27947c/659f247c-8395-473d-956d-ff1c0b1ec3f6,Sterblue,18f5af34-e8c7-11e8-85f6-109da02adff9,https://www.sterblue.com,"<p>Apply here</p>
",Remote Job,Full Time,Thu Nov 15 11:12:09 UTC 2018,#FIELD!,#FIELD!
,Lead Front End Developer,https://jobs.github.com/positions/d28b2d1a-e85a-11e8-9b78-62dc829f5516,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5696c45ec9ba49ead9190535e55a9e2ca213021/dda99823-bc1b-4669-800b-48e3971f2d37,The Atlantic,d28b2d1a-e85a-11e8-9b78-62dc829f5516,http://theatlantic.com,"<p>Apply online: <a href=""https://atlanticmedia.theresumator.com/apply/b6ZvfSoePV/Lead-Front-End-Developer?source=Github"">https://atlanticmedia.theresumator.com/apply/b6ZvfSoePV/Lead-Front-End-Developer?source=Github</a></p>
","Washington, D.C.",Full Time,Wed Nov 14 22:16:02 UTC 2018,38.9072,77.0369
,Senior Front End Developer,https://jobs.github.com/positions/0e9e93a6-e85a-11e8-8963-f68a643e24dd,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdEpXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d395d665d7dd3f82d64d22e06b39f41ba13e36c9/f749e401-94c5-477e-8c8b-fb68335e240b,The Atlantic,0e9e93a6-e85a-11e8-8963-f68a643e24dd,http://theatlantic.com,"<p>Apply online: <a href=""https://atlanticmedia.theresumator.com/apply/EfTMcPw1rG/Senior-Front-End-Developer?source=Github"">https://atlanticmedia.theresumator.com/apply/EfTMcPw1rG/Senior-Front-End-Developer?source=Github</a></p>
","Washington, D.C.",Full Time,Wed Nov 14 22:11:05 UTC 2018,38.9072,77.0369
,Media Software Engineer,https://jobs.github.com/positions/76fcadae-e84e-11e8-88fc-96a168773892,,NBCUniversal,76fcadae-e84e-11e8-88fc-96a168773892,https://www.nbcunicareers.com/,"<p>If interested, please apply here: <a href=""https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?partnerid=25354&amp;siteid=5108&amp;areq=43037BR"">https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?partnerid=25354&amp;siteid=5108&amp;areq=43037BR</a></p>
",Universal City,Full Time,Wed Nov 14 20:50:03 UTC 2018,34.1389,-118.3525
,Sr. PHP/Drupal Developer,https://jobs.github.com/positions/e7e9f752-e843-11e8-8126-18fc155e3556,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczVXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1ca2c148bac0b175d262c766ec548c95b2537d24/b628f56a-17a8-49c7-b3a8-1192311bca8f,Signature Consulting Group,e7e9f752-e843-11e8-8126-18fc155e3556,,"<p>Email your resume to <a href=""mailto:Amanda.grant@sghealthit.com"">Amanda.grant@sghealthit.com</a></p>
",Raleigh,Full Time,Wed Nov 14 19:34:38 UTC 2018,35.7806,-78.6389
,Platform Support Engineer,https://jobs.github.com/positions/b8f154a4-e834-11e8-9704-9feb9c7d6747,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczFXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fcf249ff0678272b1ad70fcbdf059d5b199d652c/aa62170e-4deb-4fc1-8a49-130937cc0454,Union Street Media,b8f154a4-e834-11e8-9704-9feb9c7d6747,,"<p>To Apply: Email your resume, a cover letter and your LinkedIn profile to <a href=""mailto:jobs@unionstreetmedia.com"">jobs@unionstreetmedia.com</a>.</p>
",Burlington,Full Time,Wed Nov 14 17:43:20 UTC 2018,44.4758,-73.2119
,Backend Developer Ruby/Elixir,https://jobs.github.com/positions/cb1e9170-e832-11e8-8c0b-1d1828cf3aff,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3RXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--596ac329ee8f03d221fe26add5a4ef67dd172bfa/b1d4b584-1e58-476c-85bd-4997962d599e,Cobot,cb1e9170-e832-11e8-8c0b-1d1828cf3aff,http://cobot.me,"<p><a href=""https://cobot.workable.com/j/CE9189A9C9"">Apply here</a></p>
",Berlin,Full Time,Wed Nov 14 17:30:09 UTC 2018,52.52,13.405
,"Technical Lead, GitHub Solutions",https://jobs.github.com/positions/b0332ea6-e82e-11e8-83b0-deabde06afe8,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc1pXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--635e876f0cb800a040241bd22e6567ba9d6b2b8b/234d448d-dfab-42fa-8e7a-5f982e2dbb56,Autodesk,b0332ea6-e82e-11e8-83b0-deabde06afe8,,"<p><a href=""https://autodesk.taleo.net/careersection/adsk_gen/jobdetail.ftl?job=18WD30442&amp;tz=GMT-08%3A00"">https://autodesk.taleo.net/careersection/adsk_gen/jobdetail.ftl?job=18WD30442&amp;tz=GMT-08%3A00</a></p>
",Portland,Full Time,Wed Nov 14 17:01:38 UTC 2018,45.52,-122.6819
,Senior PHP/Laravel Developer: Your Dream Work Environment,https://jobs.github.com/positions/dd8ca676-e814-11e8-9ed0-16c6818d7db3,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc05XIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ed438f4311d66c29d78ec9a5ca70738f343b7bcb/74d48e75-4eb1-41e5-bbe6-5cc4ee6e3459,iPhone Photography School,dd8ca676-e814-11e8-9ed0-16c6818d7db3,https://iphonephotographyschool.com/developer/?utm_source=github,"<p>APPLY HERE: <a href=""https://iphonephotographyschool.com/developer/?utm_source=github"">https://iphonephotographyschool.com/developer/?utm_source=github</a></p>
",Remote,Full Time,Wed Nov 14 13:55:40 UTC 2018,43.0059,-123.8926
,Support Engineer - Mobile,https://jobs.github.com/positions/a7737f78-e789-11e8-9333-b00dc2d03855,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcnRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e9f6a03cee9498c562be0b81de32ca18d726ea3b/ff1030c3-c147-427d-95d0-c34a0f39a65f,CircleCI,a7737f78-e789-11e8-9333-b00dc2d03855,http://www.circleci.com,"<p>Please apply directly here: <a href=""https://grnh.se/e5875cd72"">https://grnh.se/e5875cd72</a></p>
",North America,Full Time,Tue Nov 13 21:19:32 UTC 2018,#FIELD!,#FIELD!
,Senior Algorithm Software Developer ,https://jobs.github.com/positions/fa45a40c-e77e-11e8-8888-30684bb94b56,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjFXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1a97a17a5a4f1abb222a19e01420242c1a567e84/746d1726-15c6-4046-961e-bfd02e4ed2a0,Agilent,fa45a40c-e77e-11e8-8888-30684bb94b56,http://Agilent,"<p><a href=""https://recruiting.adp.com/srccar/public/RTI.home?c=2167807&amp;d=External&amp;r=5000354052006#/"">https://recruiting.adp.com/srccar/public/RTI.home?c=2167807&amp;d=External&amp;r=5000354052006#/</a></p>
",Santa Clara,Full Time,Tue Nov 13 20:06:53 UTC 2018,37.3544,-121.9692
,Software Engineer,https://jobs.github.com/positions/2c9f30d4-e77b-11e8-8aab-ce7423d373e0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmhZIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--90d24a725c441581640d041a43afca856a1197e9/RATIONAL%20CONSULTING_FULL_LOGO_BLK.jpg,Rational Consulting,2c9f30d4-e77b-11e8-8aab-ce7423d373e0,,"<p>Please send your resume to <a href=""mailto:katyann@rationalconsulting.com"">katyann@rationalconsulting.com</a></p>
<p>OR</p>
<p>apply at: <a href=""https://boards.greenhouse.io/rationalconsulting/jobs/4104879002"">https://boards.greenhouse.io/rationalconsulting/jobs/4104879002</a></p>
",Redmond,Full Time,Tue Nov 13 19:35:35 UTC 2018,47.6694,-122.1239
,DevOps Engineer,https://jobs.github.com/positions/dc5e367e-e74d-11e8-83b6-bff5f2b12e4f,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--42ef9e87e92144f85a34863593358a683954179e/d08b7e6a-0293-4795-9808-a6b527efd7da,VONQ,dc5e367e-e74d-11e8-83b6-bff5f2b12e4f,http://www.vonq.com,"<p>Please apply by using this application link</p>
",Rotterdam,Full Time,Tue Nov 13 14:11:38 UTC 2018,51.9167,4.5
,Senior Frontend Engineer,https://jobs.github.com/positions/3777f9aa-e749-11e8-81e9-7454c0cb0145,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ae4319e87cef323b478629e1d524e6d538f11c7a/3e1e34df-ce1e-4895-9c04-1cca435ae0fc,VONQ,3777f9aa-e749-11e8-81e9-7454c0cb0145,http://www.vonq.com,"<p>Apply by clicking on this application link</p>
",Rotterdam,Full Time,Tue Nov 13 13:37:46 UTC 2018,51.9167,4.5
,Senior Full-stack React and Node Engineer - Full Relocation to Budapest,https://jobs.github.com/positions/96b72c48-85d2-11e8-8bb0-af6957d6ca0a,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXhnIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--451cdbb2938bf00033ff40309db16df3e64d3710/YouTube%20Video%20Thumbnail.png,Bene Studio Ltd.,96b72c48-85d2-11e8-8bb0-af6957d6ca0a,http://www.benestudio.co,"<p>Apply here:</p>
<p><a href=""https://benestudio.co/joinus/#seniorfullstackengineer"">https://benestudio.co/joinus/#seniorfullstackengineer</a></p>
",Budapest,Full Time,Mon Nov 12 16:56:33 UTC 2018,47.4979,19.0402
,Software engineer (back end),https://jobs.github.com/positions/4cd29974-e48b-11e8-8478-fb9810f86b79,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcWRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bfdeee729a4dbb9e1851c0362a1cf73bf3b6c646/03acb87e-f369-4964-950b-80043ff18ae1,Sesame,4cd29974-e48b-11e8-8478-fb9810f86b79,http://sesamecare.com,"<p><a href=""https://jobs.lever.co/sesamecare/26d259b5-5bcc-4ee9-a5d0-068d9c856381?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">https://jobs.lever.co/sesamecare/26d259b5-5bcc-4ee9-a5d0-068d9c856381?lever-origin=applied&amp;lever-source%5B%5D=GitHub</a></p>
",New York,Full Time,Sat Nov 10 02:02:55 UTC 2018,40.7127,-74.0059
,Senior Python Developer,https://jobs.github.com/positions/9999f1f0-e448-11e8-966e-602e38acf303,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVpXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8b6025c5a6fe7b1fcfa4d8ead233a6ef0e956a5a/98456b19-f8cb-4e7c-863d-6dafefc20196,BlueVine,9999f1f0-e448-11e8-966e-602e38acf303,http://bluevine.com,"<p>[Senior Python Developer] (<a href=""https://jobs.lever.co/bluevine/17ae9fff-deb7-4f61-b2cb-4507840e24bf?lever-origin=applied&amp;lever-source%5B%5D=GitHub"">https://jobs.lever.co/bluevine/17ae9fff-deb7-4f61-b2cb-4507840e24bf?lever-origin=applied&amp;lever-source%5B%5D=GitHub</a>)</p>
",Redwood City,Full Time,Fri Nov 09 21:36:14 UTC 2018,37.4828,-122.2361
,Full Stack Engineer,https://jobs.github.com/positions/24c31152-e440-11e8-9240-8dede5d34cb0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c2771689af44c596d7935ae1de19a193ac678333/f470d99d-33e6-44f5-ac37-d1237f0a00d1,Apple Inc.,24c31152-e440-11e8-9240-8dede5d34cb0,http://www.apple.com,"<p><a href=""https://ars2.equest.com/?response_id=e0b804211ba9acb4bb3a3848d81de03a"">Apply here</a></p>
",Cupertino,Full Time,Fri Nov 09 16:54:38 UTC 2018,37.3175,-122.0419
,Technology Solutions Developer,https://jobs.github.com/positions/dc428b94-e42e-11e8-91e2-23879ca9e8b0,,New York University,dc428b94-e42e-11e8-91e2-23879ca9e8b0,,"<p>Apply Here: <a href=""http://www.Click2apply.net/cyg9sy9m99zdm9v2"">http://www.Click2apply.net/cyg9sy9m99zdm9v2</a></p>
",New York,Full Time,Fri Nov 09 14:51:11 UTC 2018,40.7127,-74.0059
,Research Software Engineer,https://jobs.github.com/positions/f61bcf90-e400-11e8-8ff5-71d2e066e687,,University of Cambridge,f61bcf90-e400-11e8-8ff5-71d2e066e687,https://www.gen.cam.ac.uk/,"<p>To apply: <a href=""http://www.jobs.cam.ac.uk/job/19504/"">http://www.jobs.cam.ac.uk/job/19504/</a></p>
",Cambridge,Full Time,Fri Nov 09 09:23:05 UTC 2018,52.205,0.119
,Senior Application Developer,https://jobs.github.com/positions/fd73244c-e39b-11e8-9988-7dec9fa666d4,,University of Iowa Health Care,fd73244c-e39b-11e8-9988-7dec9fa666d4,,"<p><a href=""https://uiowa.referrals.selectminds.com/jobs/senior-application-developer-732"">https://uiowa.referrals.selectminds.com/jobs/senior-application-developer-732</a></p>
",Iowa City,Full Time,Thu Nov 08 21:20:28 UTC 2018,41.6667,-91.5333
,Android Application Development: Software Engineer,https://jobs.github.com/positions/336cc8d4-e39a-11e8-87d1-d137f96d2919,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e67b3add699282d48bc2cb73bbe31e39f9e9fb0c/ddf8d901-ca57-407c-ad38-3c40d336bcfc,Snapfish,336cc8d4-e39a-11e8-87d1-d137f96d2919,http://www.snapfish.com,"<p>Please visit the Snapfish website to apply:</p>
<p><a href=""https://snapfish.workable.com"">https://snapfish.workable.com</a></p>
",Fort Collins,Full Time,Thu Nov 08 21:07:14 UTC 2018,40.5592,-105.0781
,Customer Operations Engineer,https://jobs.github.com/positions/25d59ace-e391-11e8-9885-02574ef241c7,,Mesosphere,25d59ace-e391-11e8-9885-02574ef241c7,http://www.mesosphere.com,"<p><a href=""https://boards.greenhouse.io/mesosphere/jobs/1414718?gh_jid=1414718"">https://boards.greenhouse.io/mesosphere/jobs/1414718?gh_jid=1414718</a></p>
",Remote,Full Time,Thu Nov 08 20:02:17 UTC 2018,43.0059,-123.8926
,Senior Ruby Developer - Remote,https://jobs.github.com/positions/b82067ca-e322-11e8-814a-239ee3094eb4,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3hXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--98bb3f53733a14cadb93db6b3512f37a3774eeb8/9f0637f8-8115-4a84-9f10-44a5c84d10bd,Gatekeeper,b82067ca-e322-11e8-814a-239ee3094eb4,https://www.gatekeeperhq.com/,"<p>Send CODE EXAMPLES and your CV to Mihaela Radu at <a href=""mailto:mihaela.r@gatekeeperhq.com"">mihaela.r@gatekeeperhq.com</a> or apply directly here: <a href=""https://gatekeeper.workable.com/jobs/810060"">https://gatekeeper.workable.com/jobs/810060</a></p>
",Remote,Full Time,Thu Nov 08 15:13:52 UTC 2018,43.0059,-123.8926
,Front End Developer,https://jobs.github.com/positions/99a4987e-6b50-11e8-848b-794d9c4e4459,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8bc2fdb24f009de08e47d677571a9d6652ee2b42/fb089168-dd99-4765-8189-ff12c35b8591,WHQ,99a4987e-6b50-11e8-848b-794d9c4e4459,https://worldhqinc.com/,"<p>Apply here: <a href=""https://worldhqinc.com/join/front-end-developer/"">https://worldhqinc.com/join/front-end-developer/</a></p>
",Chicago,Full Time,Wed Nov 07 20:22:57 UTC 2018,41.8369,-87.6847
,Senior Security Software Engineer,https://jobs.github.com/positions/e0076890-e2ac-11e8-80a2-ea86d7c13c57,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2RXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c3b1b664b8ed4aeb6f9e9fb39a89ae1826ce6472/a2469c74-05d7-4dd3-bd0e-6418aea1dd08,Microsoft,e0076890-e2ac-11e8-80a2-ea86d7c13c57,https://azure.microsoft.com/en-us/services/devops/,"<p>Email your resume to <a href=""mailto:abarr@microsoft.com"">abarr@microsoft.com</a></p>
",Raleigh,Full Time,Wed Nov 07 16:48:37 UTC 2018,35.7806,-78.6389
,Engineering Manager,https://jobs.github.com/positions/6087faee-e298-11e8-9e1d-f95949c20e77,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1pXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d3736f7a28b084e631d978b685d41fdff31bad0f/292a96a0-15e6-40fe-b25a-cfe1954fd730,Attest,6087faee-e298-11e8-9e1d-f95949c20e77,http://www.askattest.com,"<p>Please submit your application via this link: <a href=""https://team.askattest.com/jobs/139761-engineering-manager"">https://team.askattest.com/jobs/139761-engineering-manager</a> Feel free to email <a href=""mailto:careers@askattest.com"">careers@askattest.com</a> if you have any questions.</p>
",London,Full Time,Wed Nov 07 14:22:29 UTC 2018,51.5072,-0.1275
,Software Developer,https://jobs.github.com/positions/ea4a734e-c8c9-11e8-9b99-00d03040101f,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2hYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d1c2a88373950aba7070ca4f32b212fbe54b62ab/f1f41d14-8e9f-4c73-889c-88248676e147,Norwegian Block Exchange AS,ea4a734e-c8c9-11e8-9b99-00d03040101f,,"<p>Please email your resume to <a href=""mailto:join@nbx.com"">join@nbx.com</a>,
Links to github repositories or similar are welcome</p>
",Oslo,Full Time,Wed Nov 07 12:46:04 UTC 2018,59.9139,10.7522
,Front-end Jedi,https://jobs.github.com/positions/9fac9c8c-e27c-11e8-808b-680cc0d53917,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1ZXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--266b89e29de9c745f66f083046fc6b20637c7a3b/5250cec8-bccf-4227-9eea-1b896ac66700,Marfeel,9fac9c8c-e27c-11e8-808b-680cc0d53917,https://www.marfeel.com/,"<p>Please apply using the following link:</p>
<p><a href=""https://marfeel.bamboohr.com/jobs/view.php?id=1"">https://marfeel.bamboohr.com/jobs/view.php?id=1</a></p>
",Barcelona,Full Time,Wed Nov 07 11:03:36 UTC 2018,41.3833,2.1833
,Frontend Engineer (m/f),https://jobs.github.com/positions/e5f347ea-e277-11e8-989d-9bece5ee00a0,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb05XIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--834caeaebed8c5a2c4f9fc769ba05f9a69539cd6/4317ab46-3da3-432d-b505-e73e17ad3eea,Alasco GmbH,e5f347ea-e277-11e8-989d-9bece5ee00a0,https://www.alasco.de/,"<p>Submit your application through <a href=""https://alasco.breezy.hr/p/49ca07b39fa3-frontend-engineer-m-w-d"">https://alasco.breezy.hr/p/49ca07b39fa3-frontend-engineer-m-w-d</a></p>
",Munich,Full Time,Wed Nov 07 10:55:22 UTC 2018,48.1333,11.5667
